start,end,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,PHQ8_Score,participant_ID
0 days,0 days 00:08:25.499727891,24.686295,0.14944199,22.756577,23.95964,26.095367,3.338791,276.32663,494.89056,87.956726,273.2609,0.12419784,0.6960253,0.048810124,0.10684247,0.18647063,0.1376605,1.9276338,1.1368663,1.5740792,1.1304674,0.030535039,0.9660553,35.006702,0.43042406,-7.592285,-1.7819664,16.677332,0.9937696,-8.061568,-1.9687953,0.025025124,1.8245968,1.3864298,0.754794,3.7374303,0.95971876,-0.10464613,-60.65072,21.969055,0.41386005,455.49738,0.32367304,1272.5754,0.17226343,-86.27862,-1.1037552,1444.2081,0.14623454,934.05316,0.30535352,-93.94464,-0.9352413,2498.502,0.08590368,851.412,0.42559007,-98.10469,-0.8579668,-14.292805,-0.51131153,24.733528,0.34334332,0.09370231,0.2633405,-0.024391418,-0.6375965,0.039972264,0.7680717,43.199318,0.21398342,-7.4469867,-1.7355319,16.875109,1.081976,-9.912198,-1.6173545,-7.2157297,15.615848,0.07832446,-0.008343012,0.017975569,3.3112583,1.9830253,0.17542,0.15062082,0.13233,0.11506024,-44.818943,1.0,482
0 days,0 days 00:13:48.500544218,29.127716,0.14305493,26.908686,28.650345,31.7289,4.820215,246.1309,365.07867,142.84723,360.13776,0.17586002,0.864296,0.046855554,0.12677042,0.29623392,0.24937837,3.3962197,2.2399578,2.3887331,1.9000833,0.045395356,1.2004167,34.9959,0.43901968,-14.380673,-0.9875538,8.794247,1.9701378,-8.422133,-1.8725104,0.029462712,2.5091896,1.0691098,0.98688084,5.9300056,0.7406883,2.3520284,3.6182745,22.1589,0.4888369,545.5465,0.3651777,1430.345,0.16572429,-88.88841,-1.0918305,1521.9963,0.14987016,1087.7543,0.31979254,-92.125275,-0.9920346,2507.6362,0.10537961,970.90643,0.4073578,-96.93918,-0.899313,-11.760323,-0.6164768,24.390007,0.35071784,0.121317655,0.19107413,-0.017939841,-0.8848656,0.06491725,0.92135215,44.75212,0.19354084,-16.508905,-0.86486197,8.473482,2.3639176,-8.654575,-2.0132675,-5.929015,14.906962,0.09849751,-0.0062017962,0.01970299,2.488477,1.2098335,0.22979999,0.2088093,0.16895999,0.21690853,-40.1737,15.0,483
0 days,0 days 00:09:09.489886621,32.520718,0.10885478,30.745308,32.13294,34.637207,3.891899,231.24588,379.5858,64.21676,149.23999,0.106367104,0.714256,0.03701236,0.09045866,0.16892718,0.13191482,1.5835221,1.1086726,1.048605,0.7735167,0.016622825,1.096188,33.898884,0.3829669,-12.337808,-1.2113816,11.402187,1.4233637,-9.999822,-1.3779148,0.017813202,2.4996834,0.7753242,1.1280239,8.642796,0.499202,4.18464,1.8176107,21.05186,0.481623,557.46716,0.31512254,1405.5673,0.15199381,-84.75898,-1.1221566,1562.0038,0.1441035,1088.2937,0.42780286,-88.54829,-1.0039955,2531.872,0.12505037,936.56604,0.51908135,-92.38601,-0.9298338,-12.065214,-0.5582986,21.905405,0.4051176,0.1307041,0.16147657,-0.021029068,-0.6697928,0.021564372,0.9337851,40.998226,0.1697531,-15.191918,-1.0062028,12.869759,1.4045012,-12.354996,-1.1917804,-7.807785,16.353804,0.10466696,-0.010565406,0.009357776,2.5372562,1.8242517,0.23962998,0.19832994,0.16273001,0.1716497,-48.116047,9.0,484
0 days,0 days 00:03:16.100000,27.003847,0.10077352,25.691923,26.602325,27.864893,2.1729698,241.03697,505.07806,61.243347,145.24744,0.13517104,0.60045046,0.05839525,0.1243795,0.2049618,0.14656655,1.8513414,0.9192179,1.527102,0.9382325,0.025943708,0.76956743,36.150646,0.38400882,-14.629374,-0.8936362,9.782181,1.6935027,-14.775872,-0.95621026,0.014452084,1.90793,1.084699,0.8581831,5.413633,0.58738303,-1.3954067,-3.409522,19.989561,0.4679655,504.4991,0.4284273,1307.9471,0.16312312,-74.8312,-1.2672125,1477.9093,0.16326223,966.02576,0.26730978,-79.33967,-1.1270955,2561.829,0.103547215,856.49445,0.37968326,-84.82137,-1.0052127,-10.976884,-0.57186496,23.087109,0.3459794,0.11861315,0.15696177,-0.020770228,-0.7602065,0.033169333,0.59415144,43.567295,0.17916583,-16.271204,-0.8060702,11.504746,1.5619398,-15.437418,-0.9362661,-5.152042,15.070568,0.0983236,-0.0056531904,0.013836302,3.9000204,2.7507925,0.2180855,0.15397681,0.13154599,0.12061552,-45.99272,2.0,485
0 days,0 days 00:04:21.810158730,27.595938,0.15304784,24.735325,27.56194,30.816639,6.081314,244.84547,523.7998,91.70276,205.293,0.15920314,0.71454346,0.054595128,0.13361782,0.2561979,0.20160277,2.3276968,1.2836491,1.8945991,1.2617474,0.039421417,0.9215535,36.859272,0.4583671,-7.550041,-1.9173576,8.782143,2.0008075,-10.338478,-1.1740526,0.028863842,2.0737665,1.1193702,0.9986782,5.1443996,0.84674877,1.2999215,4.781487,25.790512,0.3945742,570.947,0.313724,1398.5386,0.1566396,-74.427414,-1.2646781,1546.1687,0.16307738,1040.459,0.33749053,-81.08345,-1.082874,2560.6826,0.108631246,857.8612,0.4008053,-86.74632,-0.96170694,-14.163796,-0.5397287,26.243425,0.37477997,0.120230205,0.20589705,-0.02551307,-0.5866911,0.050608423,0.74715054,45.127457,0.23369381,-9.162018,-1.6438749,8.493816,2.2344656,-11.342221,-1.0667516,-7.54433,16.686966,0.095713474,-0.0092203375,0.020348243,3.376723,2.6039674,0.23116176,0.18832698,0.13843654,0.17297046,-41.885273,4.0,486
0 days,0 days 00:09:38.310068027,32.69279,0.09742347,31.60955,32.738922,34.282722,2.673172,302.04053,412.53616,70.85883,145.19777,0.09193147,0.6609158,0.037320845,0.079324305,0.14223027,0.10490943,1.3239567,0.8650485,0.9588161,0.6567309,0.015738312,0.94434947,35.231018,0.4492118,-5.6338034,-2.4198363,4.2101665,4.0959167,-11.156597,-1.021596,0.02161427,2.5974677,0.818488,1.1103822,8.926463,0.441084,6.3034434,1.408386,30.788488,0.3414198,639.83417,0.27600554,1398.7383,0.16783674,-84.1584,-1.1289132,1617.2185,0.14893186,1002.97687,0.32068327,-89.84174,-0.97393596,2667.3394,0.10347503,861.4775,0.3762611,-96.22602,-0.8555776,-15.741493,-0.49477926,28.297775,0.3432682,0.14022614,0.14407791,-0.027874786,-0.48244226,0.020328071,0.78071547,43.79442,0.20316525,-7.6597095,-1.8264987,0.6947141,26.964409,-12.414786,-0.9536239,-9.633225,17.920574,0.11200904,-0.013827861,0.009081779,3.052046,1.7333126,0.19958,0.1653546,0.13663,0.115091875,-48.78751,0.0,487
0 days,0 days 00:07:02.490249433,32.884502,0.1621493,31.582203,32.980274,36.105198,4.522995,255.0603,374.3596,95.024086,181.6008,0.10443463,0.6770789,0.04355026,0.089616574,0.1573032,0.11375294,1.8268456,1.3185154,1.1954768,0.90212697,0.017592134,0.98943996,34.1814,0.40448666,-10.244776,-1.3933512,5.330739,2.7979321,-13.719883,-1.0523657,0.028144818,2.3000555,0.8685299,1.0953928,8.138652,0.61649716,2.1785872,3.238016,22.839378,0.49169305,593.1019,0.32197714,1433.3813,0.16604982,-85.9323,-1.0858492,1538.744,0.19279334,1177.9496,0.3610303,-88.62506,-0.9805454,2510.7415,0.15417078,935.99817,0.44232273,-93.6995,-0.8861379,-12.929649,-0.545803,25.4013,0.38035363,0.120111756,0.17986718,-0.022508565,-0.71444696,0.021836119,0.8755062,41.518494,0.19303557,-11.056596,-1.3486564,4.410388,3.7536397,-17.20208,-0.9123308,-7.1756783,16.530375,0.095797665,-0.008635778,0.011446915,3.091194,2.3727045,0.2092,0.18637855,0.1396,0.16213718,-48.46257,0.0,488
0 days,0 days 00:02:48.810022676,22.426668,0.20223916,20.260454,21.419432,23.469717,3.2092628,301.3045,657.53534,88.258095,139.12244,0.22394103,0.84208304,0.056299344,0.16894758,0.3861877,0.32988834,3.6035507,2.0884795,2.8969004,1.9033973,0.054838676,1.0871142,33.154163,0.43647498,-15.203499,-0.8995644,14.728128,1.1999167,-17.552753,-0.9880758,0.020879606,1.8348255,1.2010972,0.94035864,2.984743,1.1304313,-0.045527,-117.80624,17.531445,0.5354359,540.4809,0.47919154,1203.8129,0.18976913,-76.79739,-1.2941124,1547.3792,0.20629959,866.4155,0.3455372,-80.51969,-1.1748123,2584.4263,0.13117138,771.15076,0.40192446,-84.18567,-1.0870948,-10.538593,-0.63114274,21.148502,0.37448075,0.10663562,0.22530866,-0.020078061,-0.72437465,0.07614581,0.8299462,40.582108,0.22331525,-19.028728,-0.72527283,18.468771,1.0381491,-22.671762,-0.8240641,-5.875685,14.3395,0.089353666,-0.0078606345,0.022784669,2.9867585,2.4055595,0.23901233,0.20790198,0.16030535,0.23075473,-37.97746,3.0,489
0 days,0 days 00:03:05.899863946,23.067547,0.21460281,20.079697,21.636726,24.38574,4.3060436,247.92645,542.96295,78.19479,182.02368,0.16320804,0.816768,0.052760262,0.120397285,0.26345074,0.21069048,2.5842047,1.4641081,2.2953167,1.6532694,0.033038527,1.0495551,36.587296,0.38217008,-15.222528,-0.9796561,12.78136,1.1878127,-9.523449,-1.7587024,0.022232804,2.2847412,1.1954921,0.9272658,3.683245,1.0086821,-0.5880485,-9.475727,19.385294,0.52143395,527.6264,0.4724604,1319.8081,0.16995172,-74.22899,-1.3164368,1491.4113,0.19625562,1003.6344,0.2689875,-78.14646,-1.1829069,2510.384,0.130954,862.94006,0.3226067,-82.94373,-1.0705537,-10.977432,-0.64175284,22.193274,0.39729285,0.10970545,0.20426479,-0.016574057,-0.8505525,0.04343506,0.87294114,44.04504,0.18671785,-18.576841,-0.8047924,12.521355,1.2811793,-10.921161,-1.5958309,-6.505696,14.523483,0.088243224,-0.0059572924,0.01620301,2.9871671,2.648328,0.22291242,0.17525737,0.14070663,0.16124026,-42.004208,2.0,490
0 days,0 days 00:06:53.579954649,30.137842,0.15440841,27.311573,29.87672,33.311703,6.0001297,226.29335,365.31003,64.5014,127.43904,0.12145408,0.9963432,0.040208854,0.085643806,0.17718796,0.1369791,2.09335,2.0113988,1.4769305,1.7383229,0.028404482,1.7737219,36.269943,0.34937593,-5.4194813,-2.652005,7.2082915,2.3038087,-10.5433655,-1.2752742,0.024851996,2.1114504,1.015013,0.9752248,6.8410187,0.63150537,3.7302048,2.1468396,27.293953,0.41027737,559.57684,0.32162404,1410.2207,0.15584229,-87.49193,-1.1004262,1544.3727,0.16002686,1086.5195,0.33082372,-92.76558,-0.9623766,2549.146,0.11212328,961.514,0.39729735,-97.900696,-0.8669704,-15.290149,-0.4965596,27.775322,0.3304365,0.123939596,0.1917984,-0.023611197,-0.6358453,0.040795233,1.5050442,43.13169,0.17835332,-7.29383,-2.0657144,5.008408,3.805323,-13.95661,-1.0255225,-10.921052,19.653683,0.09751058,-0.011937088,0.011519573,1.0445193,2.3462687,0.2352376,0.20939645,0.17391534,0.19325155,-41.338806,8.0,491
0 days,0 days 00:07:56.220317460,30.026834,0.113710724,28.162752,29.818722,32.188026,4.0252743,262.8102,428.57315,71.4203,239.70866,0.09955233,0.76244074,0.03577115,0.07721857,0.15785746,0.12208632,1.6729139,0.99589306,1.1679399,0.9187908,0.020236626,1.0615203,36.033005,0.3700343,-3.9992967,-3.9045033,10.520027,1.4032549,-9.888442,-1.1600257,0.019976776,2.568602,0.95022523,1.0810535,7.2616076,0.5695165,2.816329,2.3689096,26.536465,0.39516705,605.8482,0.27838975,1361.4393,0.15082693,-91.86078,-1.041366,1616.0729,0.15822104,1006.3382,0.39154994,-97.84444,-0.90713114,2615.2126,0.102408536,840.11456,0.43586075,-102.0718,-0.83290803,-15.98753,-0.5052756,25.720293,0.35956877,0.12663762,0.16968083,-0.031020207,-0.53424776,0.0274636,0.870573,43.391914,0.175051,-6.275976,-2.680654,10.834989,1.5402994,-12.662097,-0.95181,-11.9370985,20.25157,0.10070458,-0.018277032,0.011282359,2.7866058,2.104953,0.2111,0.16240753,0.16461,0.14281341,-47.397587,0.0,492
